assembly_id	qseqid	taxid	staxid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	slen	ssuperkingdom	skingdom	sphylum	ssubphylum	sclass	sorder	sfamily	sgenus	sspecies	rDNA_copynumber	superkingdom	supergroup	kingdom	phylum	class	order	family	genus	species
GCA_000150705	GCA_000150705|KN294063.1/13383-9170;size=1	502779	4968	gi|308219087|gb|GQ867787.1|	92.511	4233	228	71	1	4213	392	4555	0	5978	5229	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Onygenales	Eremascaceae	Eremascus	Eremascus albus	5	Eukaryota	Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_X	Paracoccidioides	Paracoccidioides lutzii
GCA_000151645	GCA_000151645|FN430206.1/53330-47623;size=2	39416	46634	gi|2025822316|gb|CP061981.1|	90.434	3387	268	40	2343	5708	1736092	1732741	0	4409	2027222	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium melanogenum	4	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber melanosporum
GCA_000151645	GCA_000151645|FN430270.1/141-4301;size=1	39416	1280572	gi|1188123835|gb|MF000911.1|	91.183	3323	233	49	850	4159	688	3963	0	4482	3977	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Sarcosomataceae	Plectania	Plectania melastoma	4	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber melanosporum
GCA_000151645	GCA_000151645|FN430270.1/6431-12188;size=1	39416	46634	gi|2025822316|gb|CP061981.1|	90.381	3389	268	42	2391	5758	1736092	1732741	0	4399	2027222	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium melanogenum	4	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber melanosporum
GCA_000151805	GCA_000151805|CM000546.1/26912027-26917053;size=1	59729	1196302	gi|1799945197|ref|XR_004241965.1|	79.96	3518	636	55	1156	4636	3913	7398	0	2527	8890	Eukaryota	Metazoa	Chordata	Craniata	Aves	Passeriformes	Corvidae	Corvus	Corvus moneduloides	3	Eukaryota	Opisthokonta	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	Taeniopygia	Taeniopygia guttata
GCA_000151805	GCA_000151805|EQ832373.1/10942-4859;size=1	59729	1196302	gi|1799945197|ref|XR_004241965.1|	79.596	2573	480	38	1034	3582	3914	6465	0	1801	8890	Eukaryota	Metazoa	Chordata	Craniata	Aves	Passeriformes	Corvidae	Corvus	Corvus moneduloides	3	Eukaryota	Opisthokonta	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	Taeniopygia	Taeniopygia guttata
GCA_000151805	GCA_000151805|EQ842703.1/314-5759;size=1	59729	1196302	gi|1799945197|ref|XR_004241965.1|	80.262	3511	640	45	996	4479	3914	7398	0	2595	8890	Eukaryota	Metazoa	Chordata	Craniata	Aves	Passeriformes	Corvidae	Corvus	Corvus moneduloides	3	Eukaryota	Opisthokonta	Metazoa	Chordata	Aves	Passeriformes	Estrildidae	Taeniopygia	Taeniopygia guttata
GCA_000151865	GCA_000151865|JH500260.1/9576-5004;size=1	9739	7425	gi|1787460778|ref|XR_004228211.1|	99.671	3952	11	2	623	4573	1	3951	0	7225	3956	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hymenoptera	Pteromalidae	Nasonia	Nasonia vitripennis	1	Eukaryota	Opisthokonta	Metazoa	Chordata	Mammalia	Artiodactyla	Delphinidae	Tursiops	Tursiops truncatus
GCA_000180655	GCA_000180655|ACQK01000002.1/981-6801;size=1	277990	267548	gi|2519850229|emb|OX596238.1|	95.676	5851	190	51	1	5821	56225630	56219813	0	9345	56259575	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Caryophyllales	Chenopodiaceae	Salicornia	Salicornia ramosissima	1	Eukaryota	Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus	Amaranthus tuberculatus
GCA_000181255	GCA_000181255|ADND02041479.1/1471-6707;size=1	72036	8022	gi|501418415|gb|KC686343.1|	98.591	5253	51	11	1	5237	14830	9585	0	9271	15180	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus mykiss	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Lepeophtheirus	Lepeophtheirus salmonis
GCA_000186305	GCA_000186305|KE962838.1/5038-477;size=1	176946	94885	gi|1841956138|ref|XR_004589060.1|	98.378	740	12	0	1	740	258	997	0	1301	2515	Eukaryota	Metazoa	Chordata	Craniata	Lepidosauria	Squamata	Colubridae	Pantherophis	Pantherophis guttatus	1	Eukaryota	Opisthokonta	Metazoa	Chordata	Lepidosauria	Squamata	Pythonidae	Python	Python bivittatus
GCA_000187875	GCA_000187875|GL733268.1/11544-5759;size=1	6669	231260	gi|32527525|gb|AY210813.1|	99.877	3257	3	1	2531	5786	1	3257	0	5991	3536	Eukaryota	Metazoa	Arthropoda	Crustacea	Hexanauplia	Cyclopoida	Cyclopidae	NA	Cyclopidae sp. JMM-2003	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulex
GCA_000193285	GCA_000193285|GL876983.1/135128-130606;size=1	644358	318829	gi|1590393896|gb|CP034204.1|	95.457	3082	103	28	1	3072	16392	13338	0	4881	6129159	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia oryzae	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthiopsis	Magnaporthiopsis poae
GCA_000204055	GCA_000204055|GL883093.1/2694792-2688982;size=18	747676	208348	gi|2414099055|gb|CP110456.1|	89.659	3433	307	40	2408	5811	1991199	1987786	0	4329	4253306	Eukaryota	Fungi	Basidiomycota	Pucciniomycotina	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia triticina	18	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Melampsoraceae	Melampsora	Melampsora larici-populina
GCA_000220195	GCA_000220195|AEGN01000925.1/1236-7156;size=1	218668	238245	gi|796407278|gb|KP164561.1|	94.462	5110	235	34	5	5099	2589	7665	0	7825	7800	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Diaporthales	Diaporthaceae	Stenocarpella	Stenocarpella maydis	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Gnomoniaceae	Ophiognomonia	Ophiognomonia clavigignenti-juglandacearum
GCA_000220395	GCA_000220395|GL985055.1/6170-577;size=1	5932	5909	gi|1836447711|gb|MT420428.1|	90.92	5650	377	102	1	5594	383	5952	0	7467	6060	Eukaryota	NA	Ciliophora	Intramacronucleata	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena rostrata	1	Eukaryota	SAR	Alveolata	Ciliophora	Oligohymenophorea	Hymenostomatida	Ophryoglenina	Ichthyophthirius	Ichthyophthirius multifiliis
GCA_000220665	GCA_000220665|AFFG02006695.1/6788-834;size=1	30025	4932	gi|2546291152|gb|CP129579.1|	99.916	5959	0	5	1	5955	437935	431978	0	10972	989421	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila ficusphila
GCA_000220905	GCA_000220905|GL986197.1/8862-14028;size=1	143995	88516	gi|2211212291|emb|OW121704.1|	89.362	141	7	7	5029	5164	26886557	26886694	2.23e-36	171	46473367	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hymenoptera	Halictidae	Lasioglossum	Lasioglossum pauxillum	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Megachilidae	Megachile	Megachile rotundata
GCA_000230535	GCA_000230535|JH211513.1/11817-7785;size=1	13735	2587831	gi|1487179659|ref|XR_003370443.1|	98.262	1151	18	2	2885	4033	2718	3868	0	2013	3877	Eukaryota	Metazoa	Chordata	Craniata	NA	Testudines	Emydidae	Terrapene	Terrapene carolina	1	Eukaryota	Opisthokonta	Metazoa	Chordata	Reptilia	Testudines	Trionychidae	Pelodiscus	Pelodiscus sinensis
GCA_000238015	GCA_000238015|JH413922.1/8800-3178;size=1	1104152	1484957	gi|2290295110|gb|CP103031.1|	96.076	5632	184	32	8	5614	706830	701211	0	9142	1783782	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Phacidiales	Phacidiaceae	Allantophomopsis	Allantophomopsis cytisporea	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea lozoyensis
GCA_000239455	GCA_000239455|AFFK01019367.1/6672-608;size=1	126957	1538713	gi|675118811|gb|KJ877282.1|	97.883	3401	67	4	2621	6020	1	3397	0	5879	3397	Eukaryota	Metazoa	Nematoda	NA	Chromadorea	Rhabditida	Neodiplogasteridae	Fictor	Fictor stercorarius	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Chilopoda	Geophilomorpha	Linotaeniidae	Strigamia	Strigamia maritima
GCA_000239495	GCA_000239495|KN925483.1/2613-9245;size=1	7654	7668	gi|11494220|gb|AF212171.1|AF212171	98.361	122	2	0	8	129	2521	2642	1.3e-49	215	3789	Eukaryota	Metazoa	Echinodermata	NA	Echinoidea	Camarodonta	Strongylocentrotidae	Strongylocentrotus	Strongylocentrotus purpuratus	1	Eukaryota	Opisthokonta	Metazoa	Echinodermata	Echinoidea	Temnopleuroida	Toxopneustidae	Lytechinus	Lytechinus variegatus
GCA_000242695	GCA_000242695|CM001406.1/24546048-24541500;size=1	7918	181472	gi|1695378252|emb|LR597450.1|	88.72	328	32	1	4227	4549	29340697	29340370	2.97e-104	396	30603455	Eukaryota	Metazoa	Chordata	Craniata	Actinopteri	Blenniiformes	Blenniidae	Salarias	Salarias fasciatus	1	Eukaryota	Opisthokonta	Metazoa	Chordata	Actinopteri	Semionotiformes	Lepisosteidae	Lepisosteus	Lepisosteus oculatus
GCA_000258745	GCA_000258745|AJMJ01000030.1/1737-5831;size=1	1165933	5278	gi|1358186634|gb|MH047191.1|	93.18	4076	223	44	49	4090	1	4055	0	5936	4410	Eukaryota	Fungi	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	Leucosporidium scottii	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula toruloides
GCA_000260855	GCA_000260855|BADO01052817.1/1-4414;size=1	34316	141186	gi|2321498717|gb|OP723644.1|	93.524	4447	219	56	1	4414	857	5267	0	6553	6418	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Myrtales	Lythraceae	Lagerstroemia	Lagerstroemia indica	1	Eukaryota	Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eucalyptus	Eucalyptus camaldulensis
GCA_000261425	GCA_000261425|KL650062.1/2378-7995;size=1	1151026	1010633	gi|1832288657|emb|LR761623.1|	99.023	5631	33	16	1	5618	42783135	42788756	0	10074	60747861	Eukaryota	Viridiplantae	Streptophyta	Streptophytina	Magnoliopsida	Poales	Poaceae	Digitaria	Digitaria exilis	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sphaerospermum
GCA_000281125	GCA_000281125|AKHW03002055.1/9324-2625;size=1	8496	8502	gi|744677545|gb|KP118841.1|	82.677	1726	271	20	3884	5598	37597	35889	0	1506	111194	Eukaryota	Metazoa	Chordata	Craniata	NA	Crocodylia	Crocodylidae	Crocodylus	Crocodylus porosus	2	Eukaryota	Opisthokonta	Metazoa	Chordata	Sauropsida	Crocodylia	Alligatoridae	Alligator	Alligator mississippiensis
GCA_000281125	GCA_000281125|AKHW03002722.1/14888062-14895453;size=1	8496	2991368	gi|2451727384|ref|XR_008441814.1|	86.715	1528	173	12	4	1506	1195	2717	0	1670	3877	Eukaryota	Metazoa	Chordata	Craniata	NA	Testudines	Emydidae	Malaclemys	Malaclemys terrapin	2	Eukaryota	Opisthokonta	Metazoa	Chordata	Sauropsida	Crocodylia	Alligatoridae	Alligator	Alligator mississippiensis
GCA_000292625	GCA_000292625|JH795862.1/824252-828846;size=1	1858805	556894	gi|758258707|gb|KP234353.1|	85.188	3119	357	84	1005	4062	2245	5319	0	3105	5566	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Discinellaceae	Articulospora	Articulospora atra	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacryopinax	Dacryopinax primogenitus
GCA_000298775	GCA_000298775|JH921490.1/5001-1;size=1	1072389	108555	gi|2056519853|gb|MZ435864.1|	92.834	4996	258	64	41	5001	1	4931	0	7151	5847	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Dermateaceae	Dermea	Dermea sp. 'prunastri'	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Drepanopezizaceae	Drepanopeziza	Drepanopeziza brunnea
GCA_000312925	GCA_000312925|HE965285.1/7841-2123;size=1	1097556	5606	gi|390195130|gb|JQ689076.1|	91.908	3275	235	28	2417	5674	1	3262	0	4553	3262	Eukaryota	Fungi	Ascomycota	Taphrinomycotina	NA	NA	NA	Saitoella	Saitoella complicata	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina deformans
GCA_000315175	GCA_000315175|AMYF01000188.1/2441-8133;size=1	1240657	1934165	gi|1139493179|gb|KX822531.1|	94.585	3638	138	42	180	3778	1	3618	0	5572	3619	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriales	NA	NA	Chaetothyriales sp. MCRE14	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae sp.	Herpotrichiellaceae sp. UM238
GCA_000320585	GCA_000320585|KI925462.1/1648040-1652415;size=1	747525	205917	gi|1565051531|gb|MK463979.1|	95.138	4360	170	33	33	4372	1	4338	0	6839	5715	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Russulales	Hericiaceae	Dentipellis	Dentipellis fragilis	1	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion irregulare
GCA_000326985	GCA_000326985|CAKG01019517.1/870-6323;size=1	28584	36015	gi|2508740335|gb|CP125797.1|	95.738	5491	169	48	5	5454	40639	35173	0	8783	1009114	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kluyveri	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila suzukii
GCA_000328965	GCA_000328965|KB205943.1/3433812-3438441;size=1	1016881	1968693	gi|1184721543|gb|KY970066.1|	95.315	2732	109	17	1909	4630	1583	4305	0	4318	5281	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	NA	Patellariopsis	Patellariopsis atrovinosa	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Leotiomycetes	Helotiales	Gelatinodiscaceae	Ascocoryne	Ascocoryne sarcoides
GCA_000331365	GCA_000331365|AMZH03035072.1/1250-5661;size=1	4639	334518	gi|2290295078|gb|CP103004.1|	95.358	3662	132	29	1	3639	254632	250986	0	5788	1590947	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Phacidiales	Phacidiaceae	Allantophomopsis	Allantophomopsis lycopodina	1	Eukaryota	Archaeplastida	Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Ensete	Ensete ventricosum
GCA_000341935	GCA_000341935|KB467314.1/1-4387;size=1	211228	253715	gi|2104761972|emb|OU744348.1|	84.247	146	18	5	11	153	26278827	26278684	1.92e-26	137	27145423	Eukaryota	Metazoa	Arthropoda	Hexapoda	Insecta	Hymenoptera	Melittidae	Macropis	Macropis europaea	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Insecta	Hymenoptera	Cephidae	Cephus	Cephus cinctus
GCA_000349385	GCA_000349385|KB707631.1/2695-8068;size=1	1287681	114818	gi|1559669223|gb|MK408619.1|	93.996	3531	169	36	1851	5368	1520	5020	0	5306	5985	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria longipes	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	Eutypa lata
GCA_000359685	GCA_000359685|AOUM02000132.1/9236-14846;size=1	1295359	225338;985895	gi|312214157|emb|FP929118.1|	91.314	5630	444	30	1	5605	136334	141943	0	7646	236098	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus biglobosus	5	Eukaryota	Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta sp. UM 256
GCA_000359685	GCA_000359685|AOUM02000132.1/929-6540;size=1	1295359	225338;985895	gi|312216156|emb|FP929128.1|	91.132	5627	462	28	2	5607	1032849	1027239	0	7592	1186800	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus biglobosus	5	Eukaryota	Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta sp. UM 256
GCA_000359685	GCA_000359685|AOUM02000139.1/1375-5681;size=1	1295359	225338;985895	gi|312216156|emb|FP929128.1|	96.383	4341	105	38	1	4307	1114795	1110473	0	7099	1186800	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus biglobosus	5	Eukaryota	Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta sp. UM 256
GCA_000359685	GCA_000359685|AOUM02000144.1/935-6544;size=1	1295359	225338;985895	gi|312214157|emb|FP929118.1|	91.008	5627	461	32	1	5602	136335	141941	0	7546	236098	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus biglobosus	5	Eukaryota	Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta sp. UM 256
GCA_000359685	GCA_000359685|AOUM02000150.1/4905-5;size=1	1295359	225338	gi|702067004|emb|FO906144.1|	91.144	4923	397	28	1	4901	16289	21194	0	6639	148009	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus biglobosus	5	Eukaryota	Opisthokonta	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta sp. UM 256
GCA_000365465	GCA_000365465|ML634233.1/41328-36666;size=1	114398	1046756	gi|343168990|gb|JN018343.1|	95.041	242	12	0	4422	4663	2618	2859	8.53e-100	381	3413	Eukaryota	Metazoa	Arthropoda	Chelicerata	Arachnida	Araneae	NA	NA	Araneoidea sp. JA-2011	1	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Arachnida	Araneae	Theridiidae	Parasteatoda	Parasteatoda tepidariorum
GCA_000385455	GCA_000385455|ARWJ01032008.1/4852-1;size=1	44394	1196302	gi|1799945197|ref|XR_004241965.1|	77.927	2537	514	39	1824	4335	4891	7406	0	1541	8890	Eukaryota	Metazoa	Chordata	Craniata	Aves	Passeriformes	Corvidae	Corvus	Corvus moneduloides	1	Eukaryota	Opisthokonta	Metazoa	Chordata	Aves	Passeriformes	Passerellidae	Zonotrichia	Zonotrichia albicollis
GCA_000385615	GCA_000385615|KB929212.1/4416609-4411762;size=1	55534	391341	gi|2171421337|tpg|BK059377.1|	87.154	615	70	6	1	615	7513	8118	0	689	16095	Eukaryota	Metazoa	Chordata	Craniata	NA	Testudines	Emydidae	Malaclemys	Malaclemys terrapin	1	Eukaryota	Opisthokonta	Metazoa	Chordata	Reptilia	Testudines	Trionychidae	Apalone	Apalone spinifera
GCA_000389695	GCA_000389695|APWK03000291.1/1198-6666;size=1	1035309	31870	gi|2459801019|gb|CP117792.1|	93.259	3145	176	23	2330	5466	3263146	3266262	0	4601	3267738	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum graminicola	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Ceratocystis	Ceratocystis fimbriata
GCA_000392275	GCA_000392275|KB932833.1/264-5905;size=1	1286976	573729	gi|347013775|gb|CP003008.1|	94.453	5661	257	45	1	5642	601296	606918	0	8661	4116359	Eukaryota	Fungi	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothelomyces	Thermothelomyces thermophilus	1	Eukaryota	Opisthokonta	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium minimum
GCA_000404065	GCA_000404065|APFE030632432.1/2-5710;size=1	3352	4932	gi|2546291152|gb|CP129579.1|	97.844	5473	102	12	1	5465	437685	432221	0	9439	989421	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	1	Eukaryota	Archaeplastida	Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus taeda
